signal_id,ticker_symbol,signal_date,reasoning_summary,proof_segments_text,show_segment_heuristic,section_raw
2eb575b0-44de-4e35-aefa-775b39657f34,AAPL,2019-09-17,Positive technical breakout pattern with rising averages and volume confirmation supports maintaining ownership without trading.,"As for me, you know my view, own Apple, don't trade it. / Fitzpatrick recommends sticking with this one as long as the stock remains above its 50-day moving average, currently down about 6% from here.",Off the Charts,Off the Charts
69b0cd4c-0698-41df-9475-eb77547e01a1,AAPL,2019-01-15,Apple's service revenue stream is growing rapidly and undervalued at 11 times earnings.,"I mean, I own it, don't trade it, Apple's the greatest consumer products company on Earth",Mid-Show/Interview,
23432b0e-230d-409c-a464-67d590fac959,AAPL,2020-07-30,Long-term ownership in trust and explicit advice to own without trading due to strong earnings and stock split.,"we've been pounding the table on Amazon, Apple, and Facebook for ages on this show. They're some of the marquee names in the Cramer COVID-19 Index, and they have been rock, bed, important positions for my travel trust for years and years and years and years and years as club members of Action Alerts know. / I say, ""Apple, own it, don't trade it.""",Monologue/Top of Show,
ca54de1b-a967-49ce-a2c7-7b3d31ae76c7,AAPL,2021-08-19,"Apple can implement painless price increases on services and products, maintaining customer loyalty and supporting stock ownership.","why I'm always telling you to own it, not trade it.",Monologue/Top of Show,
14efa776-fe94-44ac-a454-02c999b51e7b,AAPL,2023-08-03,Outstanding services revenue and excitement for Vision Pro headset launching in 2024 provide a bridge to future growth.,"own Apple, don't trade it. / Just bridge it. Do not, I think, sell the stock whe- until we see this thing in the stores. / if you're gonna own the stock and not trade it",Monologue/Top of Show,
1d5f7dcd-ae55-4263-9040-afc0fc7eb646,AAPL,2021-01-15,Apple benefits from 5G iPhone demand and services growth.,"own it, don't trade it.",Mid-Show/Interview,
090dd1e3-e824-4379-b0fb-e6f8b70244a9,AAPL,2018-11-05,"Massive buybacks and CFO views stock as better investment than cash, despite market hate.","I know an incredibly hated stock, one of the most hated stocks in the world. I mean, one that's despised. Yeah, Apple. It's incredible repurchasing machine, even though it's completely despised. I got a whole bag of Apples. / Last week, the CFO Luca Maestri told me, yeah, me, like me, that he thought his stock was a better investment than keeping the money in cash and collecting now pretty large amounts of interest on it, courtesy of the eight, fa- uh, rate hikes that the Fed put through.",Monologue/Top of Show,
fd08aafb-844d-4359-aeed-cab11ec12d9d,AAPL,2019-05-22,"Believes Apple should be owned long-term despite China risks, as ecosystem supports jobs in China and no official threats yet.","I still believe we should own Apple. I'm not trading it, not trading it. However, this is important, listen to me, you need to strap yourself to the mast if you're gonna hold onto this one, as we've done for my travel trust, which you can follow along with by joining the ActionAlertsPlus.com club 'cause it's gonna be rocky.",Monologue/Top of Show,
fc822d76-9740-4159-b432-6d5d1a596269,AAPL,2018-11-13,"Apple's valuation is attractive, services revenue underestimated, and past slowdowns led to doubles.","I still say own Apple, don't trade it because it's too hard to time the bottom. In other words, if you sell it, you might not be able to get back in at a lower level. / Bottom line, do not be so quick to write off Facebook, Amazon, Netflix, Alphabet, Apple. / Buying them. Actually buying a little bit of them instead of throwing them away or shorting them like everyone else is doing. / As the stock goes down, it actually gets more valuable, as does Alphabet, als does even Facebook, the hated Facebook, and Amazon.",Monologue/Top of Show,
205d69dd-0f94-43fd-8256-547681797a8e,AAPL,2019-06-07,"Nothing has changed fundamentally, so continue to own despite negative headlines.","As much as I like Apple, and you know I know that, believe it, I still believe nothing's changed here. I want to own it, not trade it.",Monologue/Top of Show,
e851df13-a279-4e0d-b16c-f0c57d716d09,AAPL,2022-11-28,Ownership in Charitable Trust; benefits from potential China economic recovery.,"On the other hand, we get big gains in Starbucks, which my charitable trust owns, Nike, Apple, which the trust owns, not to mention China's own stocks.",Late Show/Closing,
518e5395-0206-491b-a4d2-fb5300ff820a,AAPL,2018-05-02,"Massive buyback, undervalued at 13x earnings, strong services and opportunistic repurchases.","Now, given that it sells for 13 times next year's earnings estimate, 13, and is the ultimate beloved consumer goods company with a gigantic consistent service revenue stream, I think they have a point. / Hey, let me give you one last thought. I trust Tim Cook and his team to execute here, because over the last six years, Apple has repurchased $200 billion worth of stock and they've always done it opportunistically.",Mid-Show/Interview,
a33c72d2-014a-4948-be67-572bef6c43e1,AAPL,2019-10-18,Strong due to iPhone 11 popularity.,"For the last 200 points, I've been telling you to own Apple, don't trade it. Why stop now?",Mid-Show/Interview,
3285c050-290a-4868-91a2-5aa2f4d592ed,AAPL,2024-10-23,Apple is a core holding to own long-term without trading.,"... DuPont, Eli Lilly and Apple. Am I- / Apple, own it, don't trade it.",Am I Diversified,Am I Diversified
2042b1d0-077c-4e99-93aa-b53fa65398b2,AAPL,2022-06-03,Owns in charitable trust and recommends riding out current weakness for future recovery.,"Apple's the stock in the charitable trust that I am most worried about. / To me, it is worth riding out, even though I know I'm gonna take a lot of pain, knowing that a better time will come ultimately, even if you have to play through this moment to get there.",Monologue/Top of Show,
ce424420-4d18-49aa-b9dd-57fe0d388e86,AAPL,2022-10-31,"Apple has strong brand loyalty, multiple suppliers mitigating supply issues, and subscription services, making it resilient unlike other tech.","I think Apple's gonna be good for a long time. Don't get me wrong, there might be a time when you have to sell Apple, but right now I want you to own it, not trade it. / Apple's a hard stock to sell. I'd much rather buy my time than buy more the next time the market's oversold. This is the one I would not let go.",Monologue/Top of Show,
2a73a6ee-a7a6-4e77-8172-d962c8a2939e,AAPL,2021-12-07,"Advises holding Apple through volatility as business is strong, leading to gains.","If you simply held it, remember, if you owned Apple and didn't trade it, you'd have a nice two-week run to an all-time high of 171. / That is the reason why I say I don't want you trading Apple.",Monologue/Top of Show,
4bd70d4b-1421-4b77-9742-fbd22a0eb22a,AAPL,2020-06-08,Service revenue spike and enterprise adoption from work-from-home.,"I told you to stick with the stock because of the bountiful service revenue stream. I said, repeat after me, ""Own it, don't trade it.""",Monologue/Top of Show,
d73189ef-6639-4e4f-b453-1bb6658f52ea,AAPL,2023-07-26,"China recovery, advise holding if owned.","Well, if own it, don't trade it Apple.",Monologue/Top of Show,
6bb43097-8899-4084-91a5-3bf9395d91fb,AAPL,2018-01-02,Apple undervalued at 15x earnings with strong cash position and service growth; dismisses negatives like Battery Gate.,"Apple, the second A in, uh, in the new FAANG, got both a defense about Battery Gate and a suggestion that sales for the 8 and the, and the X are on plan, allowing its stock to advance three bucks. Nice start to the year. / With that kind of valuation, get this, this $171 stock could easily sell at $240. And I'm giving them a haircut! / Hey, 120, why not? Because of these concerns about the new phone, not to mention battery gate, which is really ... I mean, come on. I think they already put that behind them. Apple sells for just 15 times earnings. From all the negative comments of late, you'd think that Apple stock must have lost people fortunes, but it actually finished last year up 46.1%. I bet the company's service revenue continues to grow. Apple still after two years isn't getting enough credit for that one. It's steady. And I think while the stock may not be ready for a shortfall, uh, we haven't h- you know, heard ... we haven't heard enough negative things from worthwhile sources to make me want to give up on this one. No way. Apple has more than 269 billion in cash, 94% of it overseas. However, the company has a lot of debt overseas, so there's no real way that we can assess how much will flow back for buybacks, dividends or capital expenditures, but it's certainly gonna be more than now. I'm sticking to my guns. You own Apple, you don't trade it. Nobody takes my Apple. / Hey, by the way, Apple, enough with the battery gate. I'm calling that one case closed.",Monologue/Top of Show,
8528a507-c469-4cd2-b944-c71a905b2066,AAPL,2023-03-28,"Aa+ credit rating, no-brainer to own.","Next up, there are two companies with Aa+ credit ratings... And those are two household names. I'm talking about Apple and Alphabet. ... Of course, Apple's a no-brainer. I always tell you to own it, don't trade it.",Mid-Show/Interview,
1d52f977-8071-489e-8307-9df008f41c62,AAPL,2021-11-29,"Long-term hold, but current levels high.","Apple, I always say own it, don't trade it, but if you don't own it already... Now, right now you should wait.",Mid-Show/Interview,
a8a72bc9-c890-492a-850a-b4979881f734,AAPL,2023-08-14,Terrific quarter despite concerns; upcoming iPhone will drive growth.,"I want you to hold and I'll tell you why. / Apple absolutely gave you a terrific, terrific quarter",Mid-Show/Interview,
86234173-dd28-4bbf-92dd-b89201bba1a6,AAPL,2021-10-28,"Strong brand leads to deferred business, not lost, with supply issues temporary.","Now, you know my position on Apple. Own it, don't trade it. That hasn't changed, and supply shortages will be cured.",Monologue/Top of Show,
46973865-afbb-4695-bb79-3689a616d537,AAPL,2023-06-05,Long-term hold due to services growth and expanding markets like India.,"You know my view on Apple hasn't changed: own it, don't trade it.",Monologue/Top of Show,
4670105d-66e7-4027-9ae8-9e04b62b87aa,AAPL,2018-10-18,Valued like consumer products with subscription growth and buybacks.,"My mantra in Apple remains what it's always been. You own the stock, don't trade it.",power rankings,power rankings
814f8283-e833-427f-b367-503b8a92b320,AAPL,2020-10-26,"Strong long-term holding due to product quality and customer loyalty, not hype.","Own Apple, don't trade it. / Someone today on Twitter posted some horrible picture and said, ""Cramer is just ducking everything on Apple."" And it's like-My wife is sick of hearing, of hearing me talk about Apple, okay?",Monologue/Top of Show,
13615c41-67fc-481c-9f7a-afa153d392b2,AAPL,2024-04-29,"Believes in long-term ownership despite potential weak quarters, as part of trust holdings.","Everyone who watches this show knows one thing. I believe in owning, not trading Apple. It's been my view for at least 20 years now. / Unlike Tony, I- I want you to own Apple, not trade it, even as I suspect this quarter will be weak and the next quarter will be worse. / But I am with him that you should buy the stock. I just think you need to wait- wait it out because now you got a sagging energy spike on top of what could be a bad quarter. That's not what I want as someone who owns the stock for the Chappell Trust.",Monologue/Top of Show,
da59f374-efcf-477f-9421-084e32965e0e,AAPL,2020-01-24,Okay to own despite high expectations.,"Apple, you know, we talked about that. Reports next week, and obviously the expectations are high, the stock's run. I'm okay with it. I wanna own it, I wanna trade it.",Am I Diversified?,Am I Diversified?
3ebf78a2-a994-4eaa-8d8c-18c4bcefe9d4,AAPL,2024-11-18,"Wait for dip to buy more, but own through volatility.","I say Apple, own it, don't trade it.",Lightning Round,Lightning Round
3769f388-6b97-4bed-9847-0161adc4d8d0,AAPL,2019-10-21,Apple's stock is breaking out due to strong iPhone sales and effective trade war navigation by CEO Tim Cook.,"No other stock in this market has more pin action than Apple, except for maybe JP Morgan or American Express or Honeywell or Union Pacific. / Apple's a stock that's breaking out to new all-time highs, and it's thanks to the incredible popularity of the iPhone 11, which is selling much better than Wall Street expected because it turned out to have this tremendous longer battery and the amazing camera, perfect for Instagram. / Now, when Apple's on fire, it has a lot of semi-inductor pin action.",Monologue/Top of Show,
c9554e39-86c9-4ecd-af59-7f9126ae7022,AAPL,2020-06-30,Apple's service revenue growth and contactless features position it for ongoing success in a touchless economy.,"You know how I feel about this one? I say own it, don't trade it.",Monologue/Top of Show,
96fcd8ab-6e1e-40e2-8972-d80c76cbfa28,AAPL,2019-10-23,Focus on services growth and upcoming 5G refresh cycle outweighs short-term concerns.,"Ubrey makes a compelling case for my long-time mantra: own Apple, don't trade it.",Monologue/Top of Show,
5b9f7682-72d9-4984-8d46-4f6b4fe4e114,AAPL,2023-11-06,"Ownership via Chappell Trust and endorsement as good stock to own, bolstered by services revenue growth and upcoming multiple expansion.","The Chappell Trust owns both and we are telling CNBC Investing Club members we still think that Starbucks and Apple are good stocks to own. / Apple. Oh, this was supposed to be a terrible quarter, wasn't it? In the end, it was fine, albeit a no growth quarter. But growth is in the eye of the beholder, and right now, that beholder is very excited by Apple's service revenue stream, up 16%. / I see and need to value Apple with a blended weighted model, where you have some part of the price-to-earn multiple based on hardware and another part based on the fasts- faster-growing business. That's a high margin software and services business. / You need to overweight the latter because it's about to b- be bigger than the iPad wearables and com- and computers combined. Once people get their heads around that, uh, y- what matters here, you have a stock that should trade higher, not lower. / I think that Apple's long awaited multiple expansion is here, which is why you got my blessing to play it with deep in the money calls going out January, and I think you should be bigging it.",Monologue/Top of Show,
cce3653e-7e97-4378-932a-bf3b89e77a6a,AAPL,2024-10-25,History shows owning through weak launches leads to recovery.,"Apple's had suboptimal launches before, and the best strategy has been to own it, don't trade it. / I bet it'll be right again.",Monologue/Top of Show,
04343ac2-c768-45b9-a1c4-8add6e478dec,AAPL,2023-11-03,"Ecosystem strength, services growth, and lifetime customer value outweigh hardware concerns.","I want to own it and not trade it. That's the mantra of the members of the CNBC Investing Club... For years, I've been right, and the analysts wrong... own Apple and not trade it.",Late Show/Closing,
871b94bc-3fa6-4bce-950d-57fca75af851,AAPL,2024-03-05,Owns in trust and continues holding despite short-term negativity.,"I always say own Apple, don't trade it, because it's too hard to sell the stock at the top and then buy it back at the bottom. But if you think you can pull that off, be my guest. I've made very, very big money from my travel trust by buying and holding it after doing my homework. I'm not changing now.",Monologue/Top of Show,
ebf48746-78b6-435a-bc5d-df43ee657a38,AAPL,2018-06-25,Opportunistic buybacks combined with a strong dividend provide ideal shareholder value in a stable business with superior products.,"The rare exception, Apple, led by Tim Cook, which buys back a tremendous amount of stock opportunistically, meaning they're in their own diffs. That's what I really want. They gotta buyback with a brain. Yes, that's about the best buyback I have ever seen, and it's accompanied by a terrific dividend to boot. That's the combo I want. Oh, of course, it also has the best products manufactured in the world. That doesn't hurt either.",Late Show/Closing,
38aa29fc-b289-4681-9297-711bc0db98a2,AAPL,2024-08-01,Suboptimal to sell at current levels.,selling Apple down huge like it is tonight would be suboptimal decision-making.,Monologue/Top of Show,
534cc4b4-4c30-4f86-ae90-2b90438d3564,AAPL,2023-01-27,Long-term hold despite potential short-term weakness in China.,"I always say own it, don't trade it, but I'm sure the fast money will start Apple ah- they're gonna short the stock ahead of the quarter. Uh, they're gonna try to make a few bucks. Let them go make a few bucks, I like the stock.",Monologue/Top of Show,
7d715ccd-20a0-418d-9b56-f702e3b8fbee,AAPL,2019-03-11,Agrees with upgrade and recommends owning without trading.,I agree with the upgrade. I still think you own Apple and you don't trade it.,Monologue/Top of Show,
670e20b4-5977-4ab3-8045-2c9189c14d6b,AAPL,2024-05-16,Strong service revenue growth and customer loyalty make it a long-term hold.,"Seventh, there are many reasons why I say own Apple, don't trade it.",Monologue/Top of Show,
21eeecca-5f4d-4c0b-befe-7724877e7109,AAPL,2020-01-08,Strong track record of innovation and monetizing user base supports ongoing ownership.,"Apple, uh, own it, don't trade it. / This company has an incredible track record of innovation and customer satisfaction. Let's them keeps monetizing their 925 million iPhone users.",Monologue/Top of Show,
6ba4fe5c-208b-4c10-889b-66637b9fbcbb,AAPL,2020-02-06,Strong balance sheet and resilience despite supply chain issues.,"Apple, own it, don't trade it.",Monologue/Top of Show,
9741fd7e-13d6-4de1-b018-8369d01c80a8,AAPL,2019-05-01,"Paradigm shift to services makes it a bargain, own long-term.","That's why I always say, ""Own it, don't trade it."" With this quarter, we got yet another reason to stick with Apple. And even after today's terrific run, I think it'll turn out to be a real bargain",Late Show/Closing,
22ebc656-0d82-4c75-b574-e14271c875e2,AAPL,2021-10-29,Strong demand persists despite chip shortages; own for long term.,"bottom line. Other than that, I think you stay the course here, which includes sticking with Apple, despite the supply chain woes. I always say, yes, own Apple, don't trade it. / That means stick with Apple, even though the supply chain continues to be spooky. / I'm buying what they're selling.",Monologue/Top of Show,
5cf2c8b1-840e-4240-8bd7-f6dfa87ca451,AAPL,2024-03-22,"Reiterates ownership recommendation despite legal challenges, emphasizing long-term hold.","you should own, not trade, both stocks / championed Apple's Vision Pro as a business-to-business product tied to NVIDIA's platform",Monologue/Top of Show,
d4587941-8e54-4412-b821-5f20bdf2717c,AAPL,2024-04-16,Highest blessing due to revolutionary company with outstanding management.,"There are only two stocks I've ever given my highest blessing own it, don't trade it, and they're Apple and NVIDIA",Mid-Show/Interview,
a66e2557-2652-4edc-88af-07229e8e1b78,AAPL,2024-02-02,"Strong management, customer loyalty, and indispensability outweigh short-term China weakness.","Given the management team, given the worldwide customer loyalty, given how this is one of the rare companies that's truly beloved, I think selling is a much bigger risk than sticking with it. That's why I say own it, don't trade it.",Late Show/Closing,
a999d068-3fc3-45fc-8739-aedbc2a8370c,AAPL,2019-02-13,"Preferred over competitors, own long-term.","own Apple, don't trade it.",Lightning Round,Lightning Round
67870938-4322-4a1a-b1f2-1581e83fa03d,AAPL,2023-11-13,Apple is positioned as a core holding not to be traded.,"My favorite to watch, of course, is Apple, one of my two own-it-don’t-trade-it situations.",Monologue/Top of Show,
0f50b1c9-9169-4967-8b1c-1e36686e0ccf,AAPL,2024-10-31,"Apple's growth will shift to software and updates, making it a terrific company post-guide down.","Even as I say, ""Own it, don't trade it,""",Monologue/Top of Show,
73c122a2-3314-4261-b722-f125b147a35d,AAPL,2021-04-27,"Apple benefits from remote work and underestimated CEO, with bullish technicals.","I think you got the setup exactly right when you're thinking about Apple tomorrow. See, Tim Cook's a chronically underestimated CEO. / I say own Apple, don't trade it.",Monologue/Top of Show,
d0d259bd-04ff-4a97-84a7-f6ae89d4d377,AAPL,2024-05-07,Reliable tech growth story.,"It's NVIDIA, it's Amazon, it's Alphabet, Meta, and Apple. / take some laughing gas with Amazon, Alphabet, Apple, Meta, or NVIDIA",Monologue/Top of Show,
70b09575-c1f3-4c78-8390-b8825b98a398,AAPL,2020-07-16,"Bet against a blacklist impacting companies doing business in China, positioning Apple as a hold despite political risks.","What do I say? I want to bet against a blacklist, which is why I tell you once again, Apple, don't trade on this, own it.",Monologue/Top of Show,
990f15bd-6e60-4f13-89ad-4b5ae01fb513,AAPL,2019-11-13,Strong performance under CEO Tim Cook with significant yearly gains.,"With Apple rallying again, own it, don't trade it. New all-time high, up nearly 70% for the year.",Monologue/Top of Show,
774daca3-527c-4285-87ee-8a37287f6478,AAPL,2019-12-20,"Wants investors to maintain ownership in Apple despite analyst scares, emphasizing long-term holding over trading.","Fifth, I want people to own Apple. Okay? I don't want them to trade it. I want you to stop freaking out every time an analyst tries to scare you from this thing",Monologue/Top of Show,
e129d345-63cf-489b-9920-f7b464a3f1f3,AAPL,2024-02-28,Consistent long-term winner with strong customer loyalty.,"we just own Apple, we don't trade it.",Late Show/Closing,
6bc08747-4068-4fa7-adcc-eafe584598ff,AAPL,2020-01-29,Believes in long-term strength due to transparency and product success.,"Own Apple, don't trade it. / I hope you listened to me when I told you to stick with it.",Monologue/Top of Show,
52c11f23-c223-4928-a8cd-af1ddd70d70d,AAPL,2024-04-04,Long-term believer despite recent pullback.,"Everybody knows I'm a big long-term believer in the stock of Apple... Look, you know I always tell you to own Apple, don't trade it.",Off the Charts,Off the Charts
4c2b3b7f-584d-4701-bf2d-33e421968160,AAPL,2021-10-05,Longtime favorite benefiting from potential easing of Chinese government pressures on capitalism.,"And there I'm speaking about Nike and longtime Cramer fave, Apple.",Monologue/Top of Show,
07c6f793-9847-46ec-b23b-1dd42d4020f9,AAPL,2020-03-06,Great long-term story despite China exposure.,"stick with my mantra of own Apple, don't trade it. / Do I like it? You bet.",Stay-at-Home Economy,Stay-at-Home Economy
3dbb3875-6913-4db3-9b50-80e4e4a55f5d,AAPL,2024-02-07,"Analyst's initial negative view on innovation was proven wrong by Vision Pro, signaling Apple's continued strength.","This is Exhibit A for the prosecution and why I say you need to own Apple, not trade it.",Monologue/Top of Show,
8d47fb53-2fdf-4557-ab99-43faa4d681d7,AAPL,2024-03-18,Strong services revenue and customer loyalty support owning despite growth concerns.,"Apple, own it, don't trade it",Late Show/Closing,
bd4bbf5c-76d6-4841-878b-12a029bb5d65,AAPL,2018-06-07,"Apple is a high-quality best of breed company with strong consumer loyalty, services revenue, and cash position; skeptics have been wrong repeatedly, so don't sell on dips.","In 2016, I did an interview with S- with Tim Cook, the CEO of Apple, after his stock had plummeted from 136 to 93 in a fairly short period of time. / I looked at the stock which was selling at an incredibly low price ... earnings multiple. I looked at the consumer loyalty, 99%, the service revenue stream and the cash position and I said, ""What the heck is the point of selling this particular stock that makes the greatest products of all time?"" / That may sound like a no-brainer but there are tons of Apple skeptics out there constantly arguing that the company's best days are behind it, presenting these surveys of Apple's component suppliers as evidence that the business is in decline. Time after time, they've been wrong. Yet they get away with it. I don't want you to fall prey. / Sure enough, telling you to buy Apple at 93 turned out to be a fabulous call because the insane amount of negativity gave you a wonderful opportunity to pick up a stock that was terrific at a major discount. / The key here though is that Apple is a high-quality company, a best of breed company. So when its stock came down, well you know that it's getting cheaper. Selling Apple at 93 would have been a classic example of giving up on value, and you would have missed a huge move.",Monologue/Top of Show,
b0ebdf7b-edaf-4b92-9757-9f58d8eb189f,AAPL,2020-08-18,Apple is a secular growth play essential in stay-at-home economy with strong product demand and service revenue.,"for years, I've said you should own Apple, not trade it. And I stuck to the party line even after the pandemic got rolling. / The company put up incredible numbers because iPhones and iPads and laptops are essential in the stay-at-home economy. / Apple's not a recovery play at all. It's a secular growth play that works in good times and bad. / I have a thing I like to say about Apple. I say, uh, own it, don't trade it.",Monologue/Top of Show,
bbfd519c-1fd3-49fd-97ed-76a21d342282,AAPL,2021-06-25,Consistently positive on Apple and Tim Cook's leadership.,"And, of course, Tim Cook at Apple. / Apple, what are we gonna say? Apple's terrific.",M.I. Diversified,M.I. Diversified
9b52e836-beea-4218-b574-06afaea2b30f,AAPL,2023-03-31,Core holding to maintain without trading.,"Apple, own it, don't trade it.",Am I Diversified,Am I Diversified
cc587d08-cd6e-4cc8-8d07-737911bed165,AAPL,2018-04-09,"China's actions provided an olive branch, avoiding escalation that could harm Apple.",No wonder Apple stock got cau- caught on fire today. Friday was the wrong moment to sell.,Monologue/Top of Show,
37af18a8-76b2-4387-bc96-c98405601d59,AAPL,2021-12-13,Ownership in travel trust reflects conviction in these big cap tech leaders as market studs.,my travel trust owns all these big cap winners except Tesla,Monologue/Top of Show,
18ac4a28-327b-45c9-9828-941cc678900b,AAPL,2018-01-29,Believes Apple is safer to own long-term despite short-term volatility and potential guidance disappointment.,"long term, I'm still a believer in the idea that it's safer to own Apple, not to trade it.",Monologue/Top of Show,
bd28d66f-c117-4239-b0e2-62495e26427d,AAPL,2021-02-04,Apple is the most consistent performer like Tom Brady.,"He'd be Apple. I always say own Apple, don't trade it.",Monologue/Top of Show,
ce44298a-e496-4b19-9e01-dec05ef06347,AAPL,2020-01-13,"5G theme in infancy, Apple leading; advises against selling.","Apple leading the way / I keep telling you that 5G's a huge theme, one that's still in its infancy. Don't give up on it. Don't flip these stocks",Monologue/Top of Show,
d3fbd28b-3da8-41d0-ab75-6bc59d761a81,AAPL,2023-05-05,"Refuses to sell despite short-term weakness, viewing it as misdirection; considers Apple the world's best company.","Own it, don't trade it. / And that philosophy worked again. I refuse to be shaken out of the world's best company by one errant component supplier or a couple of joker brokers who say, ""Hey, things have gotten weaker."" It was a classic misdirection play. Sell, sell, sell. And I hope you didn't fall for it. I did my best to keep you in.",Monologue/Top of Show,
56e03b14-4b97-48e5-85f9-f0fd0f041cf3,AAPL,2021-10-12,"Avoids trading in and out to prevent losses, maintaining position in trust.",What are we doing for the child with trust? We're not selling. Why? Because trading in and out of Apple has been a time-honored way to lose money.,Monologue/Top of Show,
2fc6c95c-3fbc-45ad-bb48-029bd2283b70,AAPL,2023-01-03,"Apple's issues are supply-related, not demand, making it a high-quality company worth holding through tough times.","Still, I believe Apple issues are related to supply, not demand. It's gonna be a tough time to own stock, but Apple's such a high quality company. I mean, come on. I'm sticking with it, with my usual attitude, own it, don't trade it.",Monologue/Top of Show,
ab2d6251-4ac5-4c00-a8f3-ebef2a07d8b4,AAPL,2020-05-01,Benefits from shelter-in-place; boosted dividend and buybacks signal confidence.,"Still my mantra on this one is exactly the same: own it, don't trade it, don't sell it.",Late Show/Closing,
35b323ac-8129-4d90-9f55-6655196f0227,AAPL,2023-09-15,Strong iPhone pre-order demand supports holding AAPL long-term.,"I say own Apple, don't trade it.",Monologue/Top of Show,
c27eafb7-b8ff-4085-8304-ac4a57ebcf94,AAPL,2018-02-28,Ecosystem loyalty and growing services revenue outweigh cell phone slowdowns.,"Finally, there's another stock you may have felt compelled to trade in and out of over the past month, uh, H&M.Apple. / Now Apple's back today, 178, briefly hit 180, all-time high. / Was trading out of Apple Post-it worthy? / Apple's a consumer product company with an incredible following that's created a beloved technological ecosystem, second to none, with the highest customer loyalty of any device in history. / Meanwhile, the service revenue stream has grown nicely and has huge margins.",Monologue/Top of Show,
df536cb8-8366-4e31-ba23-3bead37f9282,AAPL,2023-05-24,Cramer holds Apple as a core long-term position alongside NVIDIA.,"NVIDIA, own it, don't trade it, an honor I hold only for Apple and NVIDIA, and I reiterate that stance right now.",Monologue/Top of Show,
369736ef-4501-43ea-9abc-5be26a608b54,AAPL,2019-03-25,"Services business provides steady revenue growth and value for consumers, despite analyst disappointment in lack of major acquisitions.","which is why I continue to say you need to own Apple, not trade it.",Monologue/Top of Show,
284101a3-60f9-40a9-8c80-4280a69d3dd9,AAPL,2022-11-30,Policy remains to own through volatility as high-quality stock.,"my policy on Apple remains the same. Own it, don't trade it.",Monologue/Top of Show,
cda4794f-00d4-4cc7-8ed3-2994521e0be4,AAPL,2023-01-17,Apple's stock has become cheap relative to its quality as a technology innovator and brand.,"As always, I say own Apple, don't trade it.",Monologue/Top of Show,
7d8e5a30-9c2d-4da0-8740-7350774dc080,AAPL,2022-07-28,"Cramer recommends owning Apple long-term due to strong management, technology achievements, and hedging against dollar strength.","You know my view on Apple? It's new. It says own it, don't trade it.",Monologue/Top of Show,
9fcf6239-bd71-4b1f-9d47-41141ed2f675,AAPL,2022-08-18,Consistent long-term performer worth holding without trading.,"Apple, own it, don't trade it. / I've been saying that, uh, so far it's been looking good for about 15 years.",Am I Diversified,Am I Diversified
c6ccaacc-9845-4b91-8d4f-98df0f5b29cd,AAPL,2020-11-30,"Apple is undervalued with growing services, wearables dominance, currency tailwinds, and reduced China risks under new administration.","Apple managed to rally today thanks to not one, but two positive pieces of research. Loop took the stock from hold to buy, talking up the strength of the new iPhone, and the already bullish Morgan Stanley pounded the table on Apple as a fabulous 5G play. I need to add that the service revenue stream just keeps growing and growing and growing. I think that story's still in infancy because Apple has the most satisfied customer base on earth. That is what Tim Cook's all about. / Yet many very smart money managers just don't get it, and they don't own it. Right now there's a sense that Apple stock is overvalued, it sells for around 30 times next year's earnings. Dead wrong. First off, I bet these estimates will turn out to be way too low, especially when you factor in the rapidly declining dollar, something you never hear about. When the dollar was going up, it was crushing Apple. I mean, I would listen to the quarters and, oh my, they're leaving billions on the table. Not anymore. Apple's enormous overseas earnings translated into some more greenbacks. / Second, you got to stop valuing Apple like just a pure tech hardware stock because it's got a kind of a consumer packaged goods play, but stickier, thanks to all that recurring revenue. Third, they don't get enough credit for the wearables. The Apple Watch has crushed the competition. They own this whole space. Finally, this morning out of nowhere, our government slapped penalties on a gigantic Chinese oil company and Chinese semiconductor company. I expect the next president to go easier on China, but even if Biden decides to be as tough on China as Trump, his administration will never be as arbitrary and capricious. That means no more endless worry about a possible Chinese boycott of Apple products, major price to earnings multiple enhancer. / Let's remember what actually took us to these record levels in the first place, because those stocks are still the best in show. You know what I'm talking about, talking about a term I coined. I'm talking about FAANG. Yeah, Facebook, Amazon, Apple, Netflix, and Google. These stocks have gone out of style in the Wall Street fashion show, lamentably. Smart money keeps telling you to get out of these big tech stocks into small cap Russell 2000, anything that needs a roaring economy to thrive. They want you to forget FAANG and bet big on everything that does better with a vaccine, or of course, the vaccines themselves. I say not so fast. / Oh, but not FAANG. These companies are living, breathing organisms. They're so powerful that they're no longer connected to the prevailing economic winds. Instead, they're in charge of their own destiny. They don't care who's in the White House or how soon we get vaccinated. / the FAANG stocks are the group that led us higher this year and they are not going away. Not any time soon.",Monologue/Top of Show,
2dfe2e7f-6e8c-41d3-8bb0-9969bf209819,AAPL,2021-05-05,Recommends owning Apple long-term as part of a diversified portfolio despite current underperformance.,"It's why I've always told you to own Apple, don't trade it. / That's why I recommend maintaining a diversified portfolio. You can have some cyclical exposure along with a FAANG name or two, it's what we do for the charitable trust... / But also some FAANG exposure.",Monologue/Top of Show,
