sequence_id,ticker,start_date,end_date,total_signals,kept_signals,has_cramer_owns,has_hold_recommendation,first_hold_date,end_reason,entry_alpha,entry_price,gics_sector,vix_at_entry
915,CHDN,2018-07-12,2018-07-12,1,1,False,False,,gap_expired,0.08084712,48.98666738,Consumer Cyclical,12.58
916,CHGG,2018-01-11,2018-01-11,1,1,False,True,,gap_expired,0.970039143,16.95,Consumer Defensive,9.88
917,CHGG,2018-03-15,2018-03-15,1,1,False,True,,gap_expired,0.864585947,21.69,Consumer Defensive,16.59
918,CHGG,2019-01-30,2019-01-30,1,1,False,True,,gap_expired,-0.041027965,34.81,Consumer Defensive,17.66
919,CHGG,2019-05-01,2019-05-01,1,1,False,False,,gap_expired,0.225118501,34.88,Consumer Defensive,14.8
920,CHGG,2019-08-06,2019-09-11,2,2,False,True,,gap_expired,0.773528163,43.0,Consumer Defensive,20.17
921,CHGG,2020-05-05,2020-09-23,7,3,False,True,,gap_expired,-0.033296645,58.66,Consumer Defensive,33.61
922,CHGG,2021-02-09,2021-02-09,1,1,False,False,,gap_expired,-0.865929715,104.31,Consumer Defensive,21.63
923,CHGG,2021-11-29,2021-11-29,1,1,False,False,,gap_expired,0.247517963,26.1,Consumer Defensive,22.96
924,CHKP,2024-01-16,2024-01-16,1,1,False,False,,gap_expired,-0.075165086,155.57,Technology,13.84
925,CHRS,2023-07-10,2023-07-10,1,1,False,False,,gap_expired,-0.97149197,5.2,Healthcare,15.07
926,CHRW,2018-01-23,2018-01-23,1,1,False,False,,gap_expired,-0.019175469,78.834087223,Industrials,11.1
927,CHWY,2019-01-07,2019-01-07,1,1,False,False,,gap_expired,0.77647309,29.5,Consumer Cyclical,21.4
928,CHWY,2019-06-14,2019-06-17,2,1,False,False,,gap_expired,-0.165352872,34.72,Consumer Cyclical,15.28
929,CHWY,2019-09-16,2019-09-16,1,1,False,True,,gap_expired,-0.138276771,30.76,Consumer Cyclical,14.67
930,CHWY,2020-01-08,2020-09-23,10,5,False,True,,gap_expired,0.63889988,29.92,Consumer Cyclical,13.45
931,CHWY,2020-12-08,2020-12-11,2,1,False,True,,gap_expired,-0.553332768,78.0,Consumer Cyclical,20.68
932,CHWY,2021-03-18,2021-03-18,1,1,False,True,,gap_expired,-0.591964936,78.5,Consumer Cyclical,21.58
933,CHWY,2021-05-26,2021-06-10,2,1,False,True,,gap_expired,-0.631069186,73.76,Consumer Cyclical,17.36
934,CHWY,2021-09-14,2021-10-26,3,3,False,True,,gap_expired,-0.386028014,72.34,Consumer Cyclical,19.46
935,CHWY,2022-12-12,2023-01-20,2,2,False,False,,gap_expired,-0.741980147,47.31,Consumer Cyclical,25.0
936,CHWY,2023-05-15,2023-05-15,1,1,False,False,,gap_expired,-0.805036617,34.13,Consumer Cyclical,17.12
937,CHWY,2023-08-01,2023-08-01,1,1,False,True,,gap_expired,-0.515089727,32.95,Consumer Cyclical,13.93
938,CHWY,2023-12-14,2024-03-04,3,2,False,False,,gap_expired,0.291371976,21.13,Consumer Cyclical,12.48
939,CHWY,2024-05-29,2024-12-09,4,4,True,False,2024-08-19,gap_expired,1.036501105,21.77,Consumer Cyclical,14.28
940,CHXMF,2023-02-06,2023-03-27,2,2,False,False,,gap_expired,-0.263185014,29.297128335,Basic Materials,19.43
941,CI,2018-03-08,2018-03-19,2,1,False,False,,gap_expired,-0.08360884,158.286949498,Healthcare,16.54
942,CI,2018-06-06,2019-01-03,7,4,False,True,,gap_expired,-0.166202125,160.234681185,Healthcare,11.64
943,CI,2019-03-08,2019-03-08,1,1,False,True,,gap_expired,0.143607093,149.371212567,Healthcare,16.05
944,CI,2019-05-14,2019-06-10,2,1,False,True,,gap_expired,0.156476191,141.907642165,Healthcare,18.06
945,CI,2020-02-06,2020-02-06,1,1,False,False,,gap_expired,-0.216978866,192.688934398,Healthcare,14.96
946,CI,2020-04-23,2020-04-23,1,1,False,True,,gap_expired,-0.161569183,169.729389869,Healthcare,41.38
947,CI,2020-07-28,2020-07-28,1,1,False,False,,gap_expired,-0.08506086,162.035572189,Healthcare,25.44
948,CI,2020-11-04,2020-11-04,1,1,False,False,,gap_expired,-0.320239151,190.743132945,Healthcare,29.57
949,CI,2021-03-19,2021-03-19,1,1,False,True,,gap_expired,-0.134821266,223.490408432,Healthcare,20.95
950,CI,2021-05-25,2021-05-25,1,1,False,False,,gap_expired,0.080349476,238.759677922,Healthcare,18.84
951,CI,2022-05-20,2022-05-20,1,1,False,False,,gap_expired,-0.096571357,245.413100357,Healthcare,29.43
952,CIEN,2018-05-08,2018-05-08,1,1,False,True,,gap_expired,0.214353143,26.74,Technology,14.71
953,CIEN,2020-06-01,2020-06-01,1,1,False,False,,gap_expired,-0.425862981,56.25,Technology,28.23
954,CL,2018-06-08,2018-06-08,1,1,False,False,,gap_expired,0.127696999,52.625913271,Consumer Defensive,12.18
955,CL,2019-01-18,2019-02-06,2,1,False,False,,gap_expired,-0.111639498,52.64355203,Consumer Defensive,17.8
956,CL,2019-04-30,2019-04-30,1,1,False,True,,gap_expired,-0.006970601,61.457072255,Consumer Defensive,13.12
957,CL,2019-07-31,2019-07-31,1,1,False,False,,gap_expired,-0.014796677,61.427901772,Consumer Defensive,16.12
958,CL,2020-02-14,2020-02-14,1,1,False,False,,gap_expired,0.005431841,66.516050877,Consumer Defensive,13.68
959,CL,2020-04-15,2020-04-24,2,1,True,False,2020-04-15,gap_expired,-0.119441154,63.29489458,Consumer Defensive,40.84
960,CL,2020-10-20,2020-10-20,1,1,False,False,,gap_expired,-0.371153658,69.872300411,Consumer Defensive,29.35
961,CL,2023-04-28,2023-04-28,1,1,False,False,,gap_expired,-0.041994818,74.838546952,Consumer Defensive,15.78
962,CL,2024-01-19,2024-01-19,1,1,False,False,,gap_expired,0.063647058,76.729733671,Consumer Defensive,13.3
963,CLDRX,2019-02-01,2019-02-28,2,1,False,False,,gap_expired,-0.470237138,13.76,Technology,16.14
964,CLDRX,2019-07-02,2019-07-02,1,1,False,True,,gap_expired,1.274464152,5.23,Technology,12.93
965,CLDRX,2020-06-01,2020-06-01,1,1,False,False,,gap_expired,0.006194618,11.48,Technology,28.23
966,CLF,2021-03-31,2021-10-28,16,8,False,True,,gap_expired,0.449958655,20.15,Basic Materials,19.4
967,CLF,2022-01-25,2022-02-04,2,1,False,True,,gap_expired,0.307101518,17.4,Basic Materials,31.16
968,CLF,2022-07-25,2022-08-23,2,1,False,False,,gap_expired,-0.126950557,16.45,Basic Materials,23.36
969,CLF,2023-04-18,2023-04-18,1,1,False,False,,gap_expired,0.010580837,16.93,Basic Materials,16.83
970,CLF,2023-11-17,2024-01-26,3,2,False,True,,gap_expired,-0.64493206,17.06,Basic Materials,13.8
971,CLF,2024-04-09,2024-04-09,1,1,False,False,,gap_expired,-0.712002291,21.52,Basic Materials,14.98
972,CLF,2024-08-12,2024-08-12,1,1,False,False,,gap_expired,-0.397747375,12.75,Basic Materials,20.71
973,CLF,2024-11-06,2024-11-14,2,2,False,True,,gap_expired,-0.43706308,14.0,Basic Materials,16.27
974,CLFD,2022-12-14,2023-01-31,3,3,False,False,,gap_expired,-0.95200961,106.83,Technology,21.14
975,CLFD,2023-07-13,2023-07-13,1,1,False,False,,gap_expired,-0.37916211,47.26,Technology,13.61
976,CLH,2018-09-04,2018-09-04,1,1,False,False,,gap_expired,0.025707311,69.01,Industrials,13.16
977,CLH,2019-02-06,2019-02-27,2,2,False,False,,gap_expired,0.191680908,58.39,Industrials,15.38
978,CLH,2020-02-28,2020-02-28,1,1,False,False,,gap_expired,-0.112497713,69.79,Industrials,40.11
979,CLH,2020-11-06,2020-12-09,2,1,True,False,2020-11-06,gap_expired,0.248682425,69.27,Industrials,24.86
980,CLH,2022-07-06,2022-07-06,1,1,False,False,,gap_expired,0.816392544,86.95,Industrials,26.73
981,CLH,2023-03-10,2023-03-10,1,1,True,False,2023-03-10,gap_expired,0.035942929,133.06,Industrials,24.8
982,CLH,2023-07-12,2023-07-12,1,1,False,False,,gap_expired,0.102476809,166.36,Industrials,13.54
983,CLNE,2021-06-10,2021-06-25,3,1,False,True,,gap_expired,-0.42427214,11.15,Energy,16.1
984,CLNE,2022-02-28,2022-02-28,1,1,False,False,,gap_expired,-0.204828642,7.4,Energy,30.15
985,CLS,2024-02-07,2024-02-07,1,1,False,False,,gap_expired,0.082090078,36.58,Technology,12.83
986,CLS,2024-05-24,2024-05-24,1,1,False,False,,gap_expired,0.768944433,60.9,Technology,11.93
987,CLX,2018-02-07,2018-05-29,6,2,False,False,,gap_expired,0.226701988,100.297592223,Consumer Defensive,27.73
988,CLX,2018-08-02,2019-01-28,11,4,False,True,,gap_expired,0.072710661,113.881782546,Consumer Defensive,12.19
989,CLX,2019-04-30,2019-04-30,1,1,False,True,,gap_expired,-0.052262926,125.174606075,Consumer Defensive,13.12
990,CLX,2019-07-16,2019-07-16,1,1,False,True,,gap_expired,-0.110871907,130.137899247,Consumer Defensive,12.86
991,CLX,2019-10-04,2019-11-22,3,1,False,True,,gap_expired,-0.099356835,124.448239727,Consumer Defensive,17.04
992,CLX,2020-01-24,2021-06-29,25,7,True,True,2020-01-31,gap_expired,0.090184248,132.507825667,Consumer Defensive,14.56
993,CLX,2021-12-16,2022-01-10,3,1,False,True,,gap_expired,-0.211384255,154.622337176,Consumer Defensive,20.57
994,CLX,2022-05-04,2022-05-05,2,1,False,True,,gap_expired,0.173601012,130.427040231,Consumer Defensive,25.42
995,CLX,2022-08-01,2022-08-15,2,1,False,False,,gap_expired,0.052451221,129.007584997,Consumer Defensive,22.84
996,CLX,2023-08-22,2023-08-22,1,1,False,False,,gap_expired,-0.244734789,137.511657748,Consumer Defensive,16.97
997,CLX,2023-11-07,2023-12-18,2,1,False,False,,gap_expired,-0.094622347,121.952680542,Consumer Defensive,14.81
998,CLX,2024-08-14,2024-08-14,1,1,False,False,,gap_expired,-0.316756164,137.1636606,Consumer Defensive,16.19
999,CMA-PB,2021-03-30,2021-03-30,1,1,False,False,,gap_expired,0.158396161,57.790068622,Financial Services,19.61
1000,CMA-PB,2023-08-01,2023-08-01,1,1,False,False,,gap_expired,-0.124507466,45.620141754,Financial Services,13.93
1001,CMC,2023-07-10,2023-07-10,1,1,False,False,,gap_expired,-0.25469175,52.293437213,Industrials,15.07
1002,CMC,2024-02-29,2024-02-29,1,1,False,False,,gap_expired,-0.274381951,52.612925382,Industrials,13.4
1003,CMCSA,2018-02-27,2019-01-25,10,4,True,True,2018-02-27,gap_expired,0.04712309,27.999755016,Communication Services,18.59
1004,CMCSA,2020-01-27,2020-01-27,1,1,False,False,,gap_expired,-0.050145705,34.873148901,Communication Services,18.23
1005,CMCSA,2021-03-19,2021-05-07,2,1,True,False,2021-03-19,gap_expired,-0.301081269,45.058034992,Communication Services,20.95
1006,CMCSA,2021-09-27,2021-09-27,1,1,True,False,2021-09-27,gap_expired,-0.282209891,45.336648634,Communication Services,18.76
1007,CME,2018-01-17,2018-01-17,1,1,False,False,,gap_expired,0.266219903,115.51903506,Financial Services,11.91
1008,CME,2018-04-12,2018-04-25,2,1,False,False,,gap_expired,-0.02955474,126.178604954,Financial Services,18.49
1009,CME,2019-06-04,2019-06-04,1,1,False,False,,gap_expired,-0.153741445,152.744832879,Financial Services,16.97
1010,CME,2019-08-19,2019-08-19,1,1,False,False,,gap_expired,-0.362010217,170.314058788,Financial Services,16.88
1011,CME,2019-10-28,2019-10-31,2,1,False,False,,gap_expired,-0.332537231,158.470615547,Financial Services,13.11
1012,CME,2021-04-13,2021-04-13,1,1,False,False,,gap_expired,0.11237436,170.339106477,Financial Services,16.65
1013,CME,2022-12-05,2022-12-05,1,1,False,False,,gap_expired,0.063569101,156.852396816,Financial Services,20.75
1014,CME,2023-09-28,2023-10-09,2,1,False,False,,gap_expired,-0.166981503,183.780674811,Financial Services,17.34
1015,CME,2024-05-07,2024-05-07,1,1,False,True,,gap_expired,0.214020781,196.140831787,Financial Services,13.23
1016,CME,2024-11-08,2024-11-08,1,1,False,True,,gap_expired,0.171125065,216.244211461,Financial Services,14.94
1017,CMG,2018-04-04,2018-06-29,5,2,False,False,,gap_expired,1.064477686,6.522,Consumer Cyclical,20.06
1018,CMG,2018-10-04,2020-12-03,44,18,False,True,,gap_expired,0.787438351,8.9382,Consumer Cyclical,14.22
1019,CMG,2021-02-02,2022-04-13,25,9,False,True,,gap_expired,-0.21882031,29.9004,Consumer Cyclical,25.56
1020,CMG,2022-07-25,2022-07-26,2,1,False,False,,gap_expired,0.26081119,26.3632,Consumer Cyclical,23.36
1021,CMG,2022-10-13,2023-05-15,15,5,False,True,,gap_expired,-0.043261756,31.586,Consumer Cyclical,31.94
1022,CMG,2023-07-26,2023-09-13,6,1,False,True,,gap_expired,0.120492927,38.5004,Consumer Cyclical,13.19
1023,CMG,2024-02-02,2024-12-06,20,6,True,True,2024-02-02,gap_expired,-0.098666704,50.0518,Consumer Cyclical,13.85
1024,CMI,2018-01-09,2018-03-06,2,2,False,False,,gap_expired,-0.173859275,147.492529118,Industrials,10.08
1025,CMI,2018-12-03,2018-12-03,1,1,False,False,,gap_expired,0.069494488,126.921443072,Industrials,16.44
1026,CMI,2019-02-07,2019-02-13,2,1,False,False,,gap_expired,-0.142105434,123.989008352,Industrials,16.37
1027,CMI,2021-02-09,2021-05-10,3,2,False,False,,gap_expired,-0.248046547,218.789291434,Industrials,21.63
1028,CMI,2021-08-02,2021-08-02,1,1,False,False,,gap_expired,0.017425222,205.018526432,Industrials,19.46
1029,CMI,2021-10-13,2021-10-13,1,1,False,False,,gap_expired,0.141384366,209.533273289,Industrials,18.64
1030,CMI,2022-05-19,2022-06-02,2,1,False,True,,gap_expired,0.027628096,185.590013132,Industrials,29.35
1031,CMI,2022-10-25,2022-10-25,1,1,False,False,,gap_expired,-0.157349361,218.685161642,Industrials,28.46
1032,CMI,2023-01-25,2023-08-24,8,3,False,True,,gap_expired,-0.237190844,230.728911413,Industrials,19.08
1033,CMI,2024-03-27,2024-04-11,2,1,False,True,,gap_expired,0.006468484,284.39852187,Industrials,12.78
1034,CMI,2024-08-13,2024-09-11,3,1,False,False,,gap_expired,0.212301828,281.980715725,Industrials,18.12
1035,CNC,2018-01-29,2018-03-14,4,1,False,False,,gap_expired,0.224250655,54.515,Healthcare,13.84
1036,CNC,2018-06-15,2019-06-07,22,8,False,True,,gap_expired,-0.181284,61.74,Healthcare,11.98
1037,CNC,2019-09-17,2020-02-04,7,3,False,True,,gap_expired,0.188835881,45.47,Healthcare,14.44
1038,CNC,2020-04-28,2020-08-27,5,3,False,True,,gap_expired,-0.579591057,68.51,Healthcare,33.57
1039,CNC,2020-10-27,2020-11-24,3,1,False,True,,gap_expired,-0.258493274,62.76,Healthcare,33.35
1040,CNC,2021-02-04,2021-02-04,1,1,False,False,,gap_expired,0.153256354,60.83,Healthcare,21.77
1041,CNC,2021-04-27,2021-06-16,4,2,False,False,,gap_expired,0.301524616,61.46,Healthcare,17.56
1042,CNC,2021-10-26,2021-11-22,2,1,False,True,,gap_expired,0.33918642,70.99,Healthcare,15.98
1043,CNC,2022-02-04,2022-03-15,2,1,False,True,,gap_expired,-0.024329358,80.66,Healthcare,23.22
1044,CNC,2022-08-02,2022-08-02,1,1,False,True,,gap_expired,-0.401590364,93.31,Healthcare,23.93
1045,CNH,2022-01-05,2022-01-05,1,1,False,False,,gap_expired,0.198222385,14.989532098,Industrials,19.73
1046,CNH,2022-08-22,2022-08-25,2,1,False,False,,gap_expired,-0.009879219,11.589109167,Industrials,23.8
1047,CNK,2020-09-14,2020-09-14,1,1,False,False,,gap_expired,0.146124071,12.033820341,Communication Services,25.85
1048,CNM,2023-04-20,2023-04-20,1,1,False,False,,gap_expired,0.946102188,25.55,Industrials,17.17
1049,CNM,2024-03-28,2024-03-28,1,1,False,False,,gap_expired,-0.202195062,57.31,Industrials,13.01
1050,CNO,2022-11-04,2022-11-04,1,1,False,False,,gap_expired,-0.03178893,20.416338623,Financial Services,24.55
1051,CNQ,2023-10-03,2023-10-26,2,1,False,False,,gap_expired,-0.180354097,27.870500903,Energy,19.78
1052,CNX,2018-05-08,2018-05-08,1,1,False,False,,gap_expired,-0.508626869,15.53,Energy,14.71
1053,COCO,2023-04-18,2023-04-18,1,1,False,False,,gap_expired,-0.095099817,20.81,Consumer Defensive,16.83
1054,COCO,2024-04-01,2024-04-01,1,1,False,False,,gap_expired,0.085175845,23.81,Consumer Defensive,13.65
1055,COF,2018-03-05,2018-03-05,1,1,False,False,,gap_expired,-0.184938776,86.116454421,Financial Services,18.73
1056,COF,2020-04-09,2020-04-09,1,1,False,True,,gap_expired,0.72615369,54.33207078,Financial Services,41.67
1057,COF,2023-01-25,2023-01-25,1,1,False,False,,gap_expired,-0.020943405,110.602833609,Financial Services,19.08
1058,COF,2023-05-19,2023-05-19,1,1,False,True,,gap_expired,0.160718414,94.56871952,Financial Services,16.81
1059,COF,2024-01-30,2024-03-20,2,1,False,True,,gap_expired,0.250415202,133.186275004,Financial Services,13.31
1060,COHR,2018-01-23,2018-01-23,1,1,False,False,,gap_expired,-0.25076213,48.35,Technology,11.1
1061,COHR,2021-05-04,2021-05-04,1,1,False,False,,gap_expired,-0.048406187,66.72,Technology,19.48
1062,COIN,2021-04-13,2021-04-14,2,1,False,False,,gap_expired,-0.682335822,381.0,Financial Services,16.65
1063,COIN,2021-07-09,2021-08-25,2,1,False,True,,gap_expired,-0.673498402,254.0,Financial Services,16.18
1064,COIN,2021-11-11,2021-11-11,1,1,False,False,,gap_expired,-0.705480529,339.25,Financial Services,17.66
1065,COIN,2024-02-09,2024-03-07,2,2,False,True,,gap_expired,0.880537824,141.1,Financial Services,12.93
1066,COIN,2024-11-06,2024-11-18,2,2,False,False,,gap_expired,0.072040042,245.63,Financial Services,16.27
1067,COLD,2019-08-27,2019-08-27,1,1,False,False,,gap_expired,-0.150709939,29.057621035,Real Estate,20.31
1068,COLM,2018-10-29,2018-10-29,1,1,False,True,,gap_expired,-0.156210435,82.063536595,Consumer Cyclical,24.7
1069,COLM,2019-01-07,2019-02-14,3,1,False,True,,gap_expired,-0.303039433,92.972522977,Consumer Cyclical,21.4
1070,COLM,2019-10-31,2019-10-31,1,1,False,False,,gap_expired,-0.277662541,83.962331027,Consumer Cyclical,13.22
1071,COLM,2020-02-11,2020-02-11,1,1,False,False,,gap_expired,-0.048644707,83.970467125,Consumer Cyclical,15.18
1072,COLM,2020-08-18,2020-08-18,1,1,False,False,,gap_expired,-0.065532666,74.427469303,Consumer Cyclical,21.51
1073,COLM,2022-02-04,2022-02-04,1,1,False,False,,gap_expired,0.036969903,89.192324158,Consumer Cyclical,23.22
1074,COLM,2022-10-28,2022-11-02,2,1,False,False,,gap_expired,-0.126074529,72.288377494,Consumer Cyclical,25.75
1075,COO,2019-12-04,2019-12-04,1,1,False,True,,gap_expired,-0.102138653,78.154805038,Healthcare,14.8
1076,COO,2024-12-10,2024-12-10,1,1,False,False,,gap_expired,-0.316770178,99.35,Healthcare,14.18
1077,COOK,2021-08-19,2021-08-19,1,1,False,False,,gap_expired,-0.644590777,26.52,Consumer Cyclical,21.67
1078,COOK,2021-11-22,2021-11-22,1,1,False,False,,gap_expired,-0.523045206,13.87,Consumer Cyclical,19.17
1079,COOK,2022-08-23,2022-08-23,1,1,False,False,,gap_expired,0.271398844,3.03,Consumer Cyclical,24.11
1080,COP,2018-10-15,2018-10-15,1,1,False,False,,gap_expired,-0.347686029,58.283892696,Energy,21.3
1081,COP,2020-01-06,2020-02-06,2,2,False,True,,gap_expired,-0.496850453,53.673086262,Energy,13.85
1082,COP,2020-06-29,2020-06-29,1,1,False,False,,gap_expired,0.120647709,33.582748666,Energy,31.78
1083,COP,2021-09-23,2021-09-27,2,1,False,False,,gap_expired,0.770249276,54.931803883,Energy,18.63
1084,COP,2022-04-29,2022-04-29,1,1,False,False,,gap_expired,0.065527196,82.551409518,Energy,33.4
1085,COP,2022-09-28,2022-11-03,2,2,False,True,,gap_expired,0.017959399,91.676497721,Energy,30.18
1086,COP,2023-02-07,2023-03-28,2,2,False,False,,gap_expired,-0.204645593,102.313159002,Energy,18.66
1087,COP,2024-04-18,2024-06-11,2,2,False,True,,gap_expired,-0.366027947,121.764099065,Energy,18.0
1088,COST,2018-01-04,2018-06-15,7,3,False,True,,gap_expired,0.091325862,169.491269161,Consumer Defensive,9.22
1089,COST,2018-09-07,2018-12-14,4,2,False,True,,gap_expired,0.147820824,219.183042204,Consumer Defensive,14.88
1090,COST,2019-03-11,2024-12-12,125,37,True,True,2019-11-25,gap_expired,0.301516007,208.802045602,Consumer Defensive,14.33
1091,COTY,2019-03-01,2019-03-01,1,1,False,False,,gap_expired,-0.290336043,11.13,Consumer Defensive,13.57
1092,COTY,2024-04-26,2024-04-26,1,1,False,False,,gap_expired,-0.673016652,11.52,Consumer Defensive,15.03
1093,CPA,2023-07-26,2023-07-26,1,1,False,False,,gap_expired,-0.397757946,102.886124022,Industrials,13.19
1094,CPRI,2019-02-06,2019-03-01,3,1,False,False,,gap_expired,-0.610575808,47.75,Consumer Cyclical,15.38
1095,CPRI,2019-06-13,2019-06-13,1,1,False,False,,gap_expired,-0.584364012,34.1,Consumer Cyclical,15.82
1096,CPRI,2021-03-16,2021-03-16,1,1,False,False,,gap_expired,-0.139282669,55.84,Consumer Cyclical,19.79
1097,CPRI,2021-05-25,2021-05-25,1,1,False,False,,gap_expired,-0.152520539,53.04,Consumer Cyclical,18.84
1098,CPRI,2022-04-25,2022-04-25,1,1,False,False,,gap_expired,-0.119147136,47.82,Consumer Cyclical,27.02
1099,CPRL34,2021-12-01,2021-12-09,2,1,False,False,,gap_expired,0.287721158,66.73413723,Industrials,31.12
1100,CPRL34,2023-07-20,2023-07-20,1,1,False,False,,gap_expired,-0.209795649,78.881910048,Industrials,13.99
1101,CPRL34,2024-01-31,2024-04-29,2,2,True,False,2024-01-31,gap_expired,-0.301757365,80.002906397,Industrials,14.35
1102,CPRT,2018-06-01,2018-06-01,1,1,False,False,,gap_expired,0.262740481,13.91,Industrials,13.46
1103,CPRT,2019-11-25,2019-11-25,1,1,False,True,,gap_expired,0.096158726,22.49,Industrials,11.87
1104,CPRT,2020-05-01,2020-05-01,1,1,False,True,,gap_expired,0.088387413,19.39,Industrials,37.19
1105,CPRT,2023-11-06,2023-11-06,1,1,False,False,,gap_expired,-0.175774363,46.1,Industrials,14.89
1106,CPRX,2023-03-24,2023-05-12,2,2,False,False,,gap_expired,-0.330048222,16.22,Healthcare,21.74
1107,CPRX,2024-04-05,2024-04-05,1,1,False,False,,gap_expired,0.417030804,15.29,Healthcare,16.03
1108,CPT,2022-04-05,2022-04-05,1,1,False,False,,gap_expired,-0.297750122,148.706872026,Real Estate,21.03
1109,CQP,2018-10-29,2018-10-29,1,1,False,False,,gap_expired,0.263481942,20.024040575,Energy,24.7
1110,CQP,2022-09-30,2022-10-03,2,1,False,False,,gap_expired,-0.18183915,43.187615807,Energy,31.62
1111,CQP,2023-11-28,2024-01-24,3,2,False,False,,gap_expired,-0.280941977,51.300886555,Energy,12.69
1112,CR,2024-08-22,2024-08-22,1,1,False,True,,gap_expired,0.114317491,150.502084545,Industrials,17.55
1113,CRH,2023-11-03,2023-11-03,1,1,False,False,,gap_expired,0.428522651,54.414218615,Basic Materials,14.91
1114,CRH,2024-05-10,2024-05-10,1,1,False,True,,gap_expired,0.055098978,80.699505211,Basic Materials,12.55
1115,CRL,2018-12-06,2018-12-06,1,1,False,False,,gap_expired,-0.074842409,130.0,Healthcare,21.19
1116,CRL,2019-02-26,2019-02-26,1,1,False,False,,gap_expired,0.042948629,140.0,Healthcare,15.17
1117,CRL,2019-11-01,2019-11-10,2,1,False,False,,gap_expired,0.660691755,133.9,Healthcare,12.3
1118,CRL,2020-02-11,2020-02-11,1,1,False,True,,gap_expired,0.487158098,173.33,Healthcare,15.18
1119,CRL,2021-02-23,2021-02-23,1,1,False,False,,gap_expired,-0.102581063,282.39,Healthcare,23.11
1120,CRL,2021-06-28,2021-06-28,1,1,False,False,,gap_expired,-0.303548696,367.0,Healthcare,15.76
1121,CRL,2022-01-12,2022-01-12,1,1,False,False,,gap_expired,-0.192861204,356.65,Healthcare,17.62
1122,CRL,2022-05-18,2022-05-18,1,1,False,True,,gap_expired,-0.198334593,224.32,Healthcare,30.96
1123,CRL,2022-08-01,2022-09-29,2,2,False,False,,gap_expired,-0.30073171,247.51,Healthcare,22.84
1124,CRL,2023-02-01,2023-02-01,1,1,False,False,,gap_expired,-0.338558446,251.04,Healthcare,17.87
1125,CRM,2018-01-02,2024-12-03,141,46,True,True,2018-06-08,gap_expired,0.358940308,103.640781554,Technology,9.77
1126,CRNC,2020-07-30,2020-07-30,1,1,False,False,,gap_expired,0.601210222,12.75,Technology,24.76
1127,CRNC,2021-06-21,2021-06-21,1,1,False,False,,gap_expired,-0.661444954,110.42,Technology,17.89
1128,CRNC,2022-01-26,2022-01-26,1,1,False,False,,gap_expired,-0.526964449,60.71,Technology,31.96
1129,CRNC,2022-11-02,2022-11-02,1,1,False,False,,gap_expired,-0.169206679,16.25,Technology,25.86
1130,CRON,2018-12-11,2019-09-26,13,10,False,True,,gap_expired,-0.638914365,12.8,Healthcare,21.76
1131,CROX,2018-11-09,2018-11-09,1,1,False,False,,gap_expired,0.199190679,26.57,Consumer Cyclical,17.36
1132,CROX,2021-02-23,2021-02-23,1,1,False,False,,gap_expired,-0.118772065,80.75,Consumer Cyclical,23.11
1133,CROX,2022-01-24,2022-05-10,3,3,False,False,,gap_expired,0.225338085,103.01,Consumer Cyclical,29.9
1134,CROX,2023-01-10,2023-01-10,1,1,False,False,,gap_expired,-0.348059128,116.73,Consumer Cyclical,20.58
1135,CROX,2024-08-06,2024-08-06,1,1,False,True,,gap_expired,-0.622485405,128.49,Consumer Cyclical,27.71
1136,CRS,2023-09-21,2023-09-21,1,1,False,False,,gap_expired,0.996887457,68.075485818,Industrials,17.54
1137,CRSP,2018-06-22,2018-06-22,1,1,False,False,,gap_expired,-0.383928435,62.8,Healthcare,13.77
1138,CRSP,2018-09-12,2018-09-12,1,1,False,False,,gap_expired,-0.135379212,54.05,Healthcare,13.14
1139,CRSP,2019-07-23,2019-07-23,1,1,False,False,,gap_expired,0.741162348,49.29,Healthcare,12.61
1140,CRSP,2020-10-08,2020-10-08,1,1,False,True,,gap_expired,-0.246297673,97.78,Healthcare,26.36
1141,CRSP,2020-12-22,2020-12-22,1,1,False,False,,gap_expired,-0.829584514,176.56,Healthcare,24.23
1142,CRSP,2021-03-22,2021-03-22,1,1,False,False,,gap_expired,-0.650947918,132.01,Healthcare,18.88
1143,CRSP,2021-07-13,2021-07-13,1,1,False,False,,gap_expired,-0.273996547,136.0,Healthcare,17.12
1144,CRSP,2023-01-31,2023-01-31,1,1,False,False,,gap_expired,0.017051096,51.57,Healthcare,19.4
1145,CRSP,2024-02-29,2024-02-29,1,1,False,True,,gap_expired,-0.640562743,84.36,Healthcare,13.4
1146,CRSP,2024-08-07,2024-08-07,1,1,False,False,,gap_expired,-0.051690969,47.55,Healthcare,27.85
1147,CRSR,2020-10-22,2020-11-16,4,2,False,True,,gap_expired,-0.299867014,24.46,Technology,28.11
1148,CRSR,2021-03-04,2021-03-04,1,1,True,False,2021-03-04,gap_expired,-0.484287098,32.59,Technology,28.57
1149,CRSR,2021-07-15,2021-07-15,1,1,False,False,,gap_expired,-0.478002259,30.77,Technology,17.01
1150,CRSR,2022-01-26,2022-01-26,1,1,False,False,,gap_expired,-0.120021005,19.2,Technology,31.96
1151,CRUS,2020-05-11,2020-06-22,2,2,False,True,,gap_expired,-0.423849803,73.89,Technology,27.57
1152,CRUS,2020-10-20,2020-12-16,2,2,False,False,,gap_expired,-0.170731042,69.87,Technology,29.35
